index,product_category_name_english,order_purchase_timestamp,total_sold_x,total_revenue,total_sold_y
36,agro_industry_and_commerce,2017-12-01,1,425.0,1
37,agro_industry_and_commerce,2017-12-04,1,412.0,1
38,agro_industry_and_commerce,2017-12-06,1,425.0,1
39,agro_industry_and_commerce,2017-12-08,1,267.0,1
40,agro_industry_and_commerce,2017-12-10,1,89.9,1
41,agro_industry_and_commerce,2017-12-20,2,820.0,2
42,agro_industry_and_commerce,2017-12-22,1,2199.0,1
43,agro_industry_and_commerce,2017-12-28,1,412.0,1
44,agro_industry_and_commerce,2017-12-29,2,241.8,2
45,agro_industry_and_commerce,2018-01-03,1,228.0,1
46,agro_industry_and_commerce,2018-01-04,1,1330.0,1
47,agro_industry_and_commerce,2018-01-06,1,410.0,1
48,agro_industry_and_commerce,2018-01-07,1,410.0,1
49,agro_industry_and_commerce,2018-01-10,2,1162.94,2
50,agro_industry_and_commerce,2018-01-12,1,465.0,1
51,agro_industry_and_commerce,2018-01-13,1,29.5,1
52,agro_industry_and_commerce,2018-01-16,1,412.0,1
53,agro_industry_and_commerce,2018-01-17,1,412.0,1
54,agro_industry_and_commerce,2018-01-18,4,92.0,4
55,agro_industry_and_commerce,2018-01-24,1,19.5,1
56,agro_industry_and_commerce,2018-01-25,1,58.5,1
57,agro_industry_and_commerce,2018-01-30,1,412.0,1
58,agro_industry_and_commerce,2018-01-31,1,412.0,1
59,agro_industry_and_commerce,2018-02-01,1,35.0,1
60,agro_industry_and_commerce,2018-02-02,2,431.5,2
61,agro_industry_and_commerce,2018-02-04,1,412.0,1
62,agro_industry_and_commerce,2018-02-05,5,328.0,5
63,agro_industry_and_commerce,2018-02-07,1,940.5,1
64,agro_industry_and_commerce,2018-02-08,1,258.8,1
65,agro_industry_and_commerce,2018-02-09,1,412.0,1
66,agro_industry_and_commerce,2018-02-14,2,824.0,2
67,agro_industry_and_commerce,2018-02-16,1,549.0,1
68,agro_industry_and_commerce,2018-02-22,1,58.5,1
69,agro_industry_and_commerce,2018-02-23,2,824.0,2
70,agro_industry_and_commerce,2018-02-25,1,465.0,1
71,agro_industry_and_commerce,2018-02-26,1,25.0,1
72,agro_industry_and_commerce,2018-02-27,1,412.0,1
73,agro_industry_and_commerce,2018-02-28,5,1410.0,5
74,agro_industry_and_commerce,2018-03-01,1,35.0,1
75,agro_industry_and_commerce,2018-03-02,1,19.5,1
76,agro_industry_and_commerce,2018-03-05,3,712.5,3
77,agro_industry_and_commerce,2018-03-06,1,410.0,1
78,agro_industry_and_commerce,2018-03-07,1,170.5,1
79,agro_industry_and_commerce,2018-03-12,1,23.0,1
80,agro_industry_and_commerce,2018-03-13,1,330.0,1
81,agro_industry_and_commerce,2018-03-14,1,19.5,1
82,agro_industry_and_commerce,2018-03-16,2,522.0,2
83,agro_industry_and_commerce,2018-03-18,1,19.5,1
84,agro_industry_and_commerce,2018-03-19,2,39.0,2
85,agro_industry_and_commerce,2018-03-20,4,470.5,4
86,agro_industry_and_commerce,2018-03-22,2,960.0,2
87,agro_industry_and_commerce,2018-03-26,2,820.0,2
88,agro_industry_and_commerce,2018-03-28,2,198.0,2
89,agro_industry_and_commerce,2018-03-29,1,412.0,1
90,agro_industry_and_commerce,2018-04-03,1,465.0,1
91,agro_industry_and_commerce,2018-04-04,1,58.5,1
92,agro_industry_and_commerce,2018-04-05,1,412.0,1
93,agro_industry_and_commerce,2018-04-12,1,549.0,1
94,agro_industry_and_commerce,2018-04-13,1,88.0,1
95,agro_industry_and_commerce,2018-04-17,1,412.0,1
96,agro_industry_and_commerce,2018-04-18,1,1476.3,1
97,agro_industry_and_commerce,2018-04-19,1,228.0,1
98,agro_industry_and_commerce,2018-04-24,1,77.0,1
99,agro_industry_and_commerce,2018-04-25,1,228.0,1
100,agro_industry_and_commerce,2018-04-27,1,410.0,1
101,agro_industry_and_commerce,2018-04-28,1,96.9,1
102,agro_industry_and_commerce,2018-05-06,1,45.0,1
103,agro_industry_and_commerce,2018-05-07,1,269.9,1
104,agro_industry_and_commerce,2018-05-08,1,410.0,1
105,agro_industry_and_commerce,2018-05-09,1,68.85,1
106,agro_industry_and_commerce,2018-05-10,2,1592.0,2
107,agro_industry_and_commerce,2018-05-17,1,429.0,1
108,agro_industry_and_commerce,2018-05-30,1,465.0,1
109,agro_industry_and_commerce,2018-06-05,1,479.0,1
110,agro_industry_and_commerce,2018-06-07,1,1234.0,1
111,agro_industry_and_commerce,2018-06-11,1,260.0,1
112,agro_industry_and_commerce,2018-06-12,1,35.0,1
113,agro_industry_and_commerce,2018-06-22,2,599.0,2
114,agro_industry_and_commerce,2018-06-24,1,35.0,1
115,agro_industry_and_commerce,2018-06-25,1,124.9,1
116,agro_industry_and_commerce,2018-06-27,1,549.0,1
117,agro_industry_and_commerce,2018-06-28,1,199.9,1
118,agro_industry_and_commerce,2018-07-04,2,613.9,2
119,agro_industry_and_commerce,2018-07-16,1,420.0,1
120,agro_industry_and_commerce,2018-07-17,1,76.0,1
121,agro_industry_and_commerce,2018-07-18,4,1451.18,4
122,agro_industry_and_commerce,2018-07-19,4,1184.48,4
123,agro_industry_and_commerce,2018-07-20,3,105.0,3
124,agro_industry_and_commerce,2018-07-23,1,120.0,1
125,agro_industry_and_commerce,2018-07-24,3,711.89,3
126,agro_industry_and_commerce,2018-07-25,2,109.9,2
127,agro_industry_and_commerce,2018-07-28,2,600.1700000000001,2
128,agro_industry_and_commerce,2018-07-29,2,1195.58,2
129,agro_industry_and_commerce,2018-07-30,1,29.99,1
130,agro_industry_and_commerce,2018-07-31,1,51.73,1
131,agro_industry_and_commerce,2018-08-02,5,1078.5,5
132,agro_industry_and_commerce,2018-08-04,1,1899.0,1
133,agro_industry_and_commerce,2018-08-05,1,149.9,1
134,agro_industry_and_commerce,2018-08-06,2,473.9,2
135,agro_industry_and_commerce,2018-08-10,2,359.8,2
136,agro_industry_and_commerce,2018-08-18,1,23.9,1
137,agro_industry_and_commerce,2018-08-20,3,551.11,3
138,agro_industry_and_commerce,2018-08-24,1,32.0,1
139,agro_industry_and_commerce,2018-08-25,1,439.99,1
140,agro_industry_and_commerce,2018-08-26,1,12.99,1
141,air_conditioning,2016-10-04,4,749.69,4
142,air_conditioning,2016-10-05,4,599.6,4
143,air_conditioning,2017-01-23,2,299.8,2
144,air_conditioning,2017-01-27,1,174.9,1
145,air_conditioning,2017-01-28,1,189.0,1
146,air_conditioning,2017-02-10,1,109.0,1
147,air_conditioning,2017-02-17,2,877.9,2
148,air_conditioning,2017-02-18,2,375.8,2
149,air_conditioning,2017-02-19,4,602.7,4
150,air_conditioning,2017-02-20,1,187.9,1
151,air_conditioning,2017-02-22,1,252.0,1
152,air_conditioning,2017-03-02,2,889.98,2
153,air_conditioning,2017-03-07,1,794.98,1
154,air_conditioning,2017-03-09,1,59.9,1
155,air_conditioning,2017-03-10,1,169.9,1
156,air_conditioning,2017-03-11,1,869.95,1
157,air_conditioning,2017-03-12,1,430.0,1
158,air_conditioning,2017-03-13,1,59.9,1
159,air_conditioning,2017-03-14,1,350.0,1
160,air_conditioning,2017-03-15,2,119.8,2
161,air_conditioning,2017-03-17,1,59.9,1
162,air_conditioning,2017-03-21,1,59.9,1
163,air_conditioning,2017-03-22,1,59.9,1
164,air_conditioning,2017-03-23,1,59.9,1
165,air_conditioning,2017-03-28,1,59.9,1
166,air_conditioning,2017-03-31,1,59.9,1
167,air_conditioning,2017-04-01,1,59.9,1
168,air_conditioning,2017-04-02,1,59.9,1
169,air_conditioning,2017-04-08,2,198.8,2
170,air_conditioning,2017-04-09,2,119.8,2
171,air_conditioning,2017-04-10,2,626.78,2
172,air_conditioning,2017-04-15,1,799.95,1
173,air_conditioning,2017-04-18,2,150.0,2
174,air_conditioning,2017-04-19,2,277.8,2
175,air_conditioning,2017-04-24,1,89.0,1
176,air_conditioning,2017-04-27,1,110.3,1
177,air_conditioning,2017-05-03,1,199.0,1
178,air_conditioning,2017-05-04,2,178.0,2
179,air_conditioning,2017-05-08,1,249.9,1
180,air_conditioning,2017-05-11,1,161.99,1
181,air_conditioning,2017-05-18,1,25.99,1
182,air_conditioning,2017-05-31,1,99.99,1
183,air_conditioning,2017-06-09,1,13.9,1
184,air_conditioning,2017-06-10,1,99.99,1
185,air_conditioning,2017-06-11,3,616.8,3
186,air_conditioning,2017-06-14,1,25.99,1
187,air_conditioning,2017-06-19,1,99.0,1
188,air_conditioning,2017-06-20,1,155.9,1
189,air_conditioning,2017-06-25,1,169.0,1
190,air_conditioning,2017-06-28,1,799.95,1
191,air_conditioning,2017-06-29,1,103.95,1
192,air_conditioning,2017-07-04,1,10.9,1
193,air_conditioning,2017-07-12,1,125.9,1
194,air_conditioning,2017-07-18,2,1032.4,2
195,air_conditioning,2017-07-31,1,226.9,1
196,air_conditioning,2017-08-01,2,398.87,2
197,air_conditioning,2017-08-06,1,54.9,1
198,air_conditioning,2017-08-08,1,125.9,1
199,air_conditioning,2017-08-10,1,144.0,1
200,air_conditioning,2017-08-12,1,109.0,1
201,air_conditioning,2017-08-18,1,176.26,1
202,air_conditioning,2017-08-19,2,453.8,2
203,air_conditioning,2017-08-21,2,1589.96,2
204,air_conditioning,2017-08-28,1,89.0,1
205,air_conditioning,2017-08-31,3,1130.04,3
206,air_conditioning,2017-09-06,1,99.0,1
207,air_conditioning,2017-09-07,1,176.26,1
208,air_conditioning,2017-09-09,1,99.0,1
209,air_conditioning,2017-09-12,1,99.0,1
210,air_conditioning,2017-09-14,1,236.9,1
211,air_conditioning,2017-09-26,1,199.0,1
212,air_conditioning,2017-09-28,1,719.99,1
213,air_conditioning,2017-10-06,4,890.52,4
214,air_conditioning,2017-10-12,1,269.9,1
215,air_conditioning,2017-10-15,3,875.0,3
216,air_conditioning,2017-10-18,2,158.0,2
217,air_conditioning,2017-10-21,2,369.0,2
218,air_conditioning,2017-11-01,1,75.9,1
219,air_conditioning,2017-11-02,1,100.0,1
220,air_conditioning,2017-11-09,2,339.79999999999995,2
221,air_conditioning,2017-11-10,1,229.99,1
222,air_conditioning,2017-11-14,1,359.9,1
223,air_conditioning,2017-11-15,2,258.0,2
224,air_conditioning,2017-11-19,3,408.98,3
225,air_conditioning,2017-11-22,1,129.0,1
226,air_conditioning,2017-11-23,1,236.9,1
227,air_conditioning,2017-11-26,3,1546.2,3
228,air_conditioning,2017-11-28,1,110.0,1
229,air_conditioning,2017-11-29,2,281.95,2
230,air_conditioning,2017-12-01,1,169.9,1
231,air_conditioning,2017-12-09,2,498.9,2
232,air_conditioning,2018-01-02,2,448.9,2
233,air_conditioning,2018-01-10,4,1607.8,4
234,air_conditioning,2018-01-14,1,85.9,1
235,air_conditioning,2018-01-16,3,589.8000000000001,3
236,air_conditioning,2018-01-17,2,223.99,2
237,air_conditioning,2018-01-20,1,35.9,1
238,air_conditioning,2018-01-21,1,89.0,1
239,air_conditioning,2018-01-22,5,320.78,5
240,air_conditioning,2018-01-23,3,403.28,3
241,air_conditioning,2018-01-26,1,129.0,1
242,air_conditioning,2018-01-27,2,438.59000000000003,2
243,air_conditioning,2018-01-30,1,149.0,1
244,air_conditioning,2018-01-31,3,152.8,3
245,air_conditioning,2018-02-03,1,199.0,1
246,air_conditioning,2018-02-09,1,189.9,1
247,air_conditioning,2018-02-14,1,25.9,1
248,air_conditioning,2018-02-15,1,377.9,1
249,air_conditioning,2018-02-17,2,233.9,2
250,air_conditioning,2018-02-20,1,199.0,1
251,air_conditioning,2018-02-21,1,79.99,1
252,air_conditioning,2018-02-22,1,34.9,1
253,air_conditioning,2018-02-24,1,700.0,1
254,air_conditioning,2018-02-28,2,586.4,2
255,air_conditioning,2018-03-02,1,35.9,1
256,air_conditioning,2018-03-04,1,34.9,1
257,air_conditioning,2018-03-07,1,145.0,1
258,air_conditioning,2018-03-08,1,139.0,1
259,air_conditioning,2018-03-13,1,26.9,1
260,air_conditioning,2018-03-14,1,24.9,1
261,air_conditioning,2018-03-15,2,380.0,2
262,air_conditioning,2018-03-16,1,130.0,1
263,air_conditioning,2018-03-17,1,190.0,1
264,air_conditioning,2018-03-18,1,79.9,1
265,air_conditioning,2018-03-20,1,35.9,1
266,air_conditioning,2018-03-21,3,448.89,3
267,air_conditioning,2018-03-22,1,32.9,1
268,air_conditioning,2018-03-23,2,60.8,2
269,air_conditioning,2018-03-24,1,130.0,1
270,air_conditioning,2018-03-25,1,203.0,1
271,air_conditioning,2018-03-26,1,199.9,1
272,air_conditioning,2018-03-27,1,24.9,1
273,air_conditioning,2018-03-30,2,184.89000000000001,2
274,air_conditioning,2018-04-02,2,319.8,2
275,air_conditioning,2018-04-03,2,735.9,2
276,air_conditioning,2018-04-04,1,35.9,1
277,air_conditioning,2018-04-05,1,75.9,1
278,air_conditioning,2018-04-06,1,190.0,1
279,air_conditioning,2018-04-10,1,34.9,1
280,air_conditioning,2018-04-13,1,190.0,1
281,air_conditioning,2018-04-15,2,182.89000000000001,2
282,air_conditioning,2018-04-16,1,186.9,1
283,air_conditioning,2018-04-18,1,139.0,1
284,air_conditioning,2018-04-20,1,190.0,1
285,air_conditioning,2018-04-23,1,229.9,1
286,air_conditioning,2018-04-24,1,35.9,1
287,air_conditioning,2018-04-26,3,427.0,3
288,air_conditioning,2018-04-27,3,148.8,3
289,air_conditioning,2018-04-30,1,139.0,1
290,air_conditioning,2018-05-02,1,34.9,1
291,air_conditioning,2018-05-07,1,99.0,1
292,air_conditioning,2018-05-08,2,370.0,2
293,air_conditioning,2018-05-11,1,139.0,1
294,air_conditioning,2018-05-13,1,190.0,1
295,air_conditioning,2018-05-14,2,233.4,2
296,air_conditioning,2018-05-15,2,269.0,2
297,air_conditioning,2018-05-16,2,278.0,2
298,air_conditioning,2018-05-20,1,139.0,1
299,air_conditioning,2018-05-23,1,99.0,1
300,air_conditioning,2018-06-05,7,1330.0,7
301,air_conditioning,2018-06-09,2,234.8,2
302,air_conditioning,2018-06-12,1,1599.0,1
303,air_conditioning,2018-06-15,1,48.9,1
304,air_conditioning,2018-06-17,2,278.0,2
305,air_conditioning,2018-06-21,1,46.2,1
306,air_conditioning,2018-06-30,1,31.0,1
307,air_conditioning,2018-07-01,1,99.0,1
308,air_conditioning,2018-07-03,1,144.88,1
309,air_conditioning,2018-07-04,1,209.9,1
310,air_conditioning,2018-07-13,2,315.0,2
311,air_conditioning,2018-07-17,1,293.2,1
312,air_conditioning,2018-07-18,1,169.9,1
313,air_conditioning,2018-07-22,1,99.0,1
314,air_conditioning,2018-07-23,1,99.0,1
315,air_conditioning,2018-07-24,2,198.0,2
316,air_conditioning,2018-07-25,1,31.0,1
317,air_conditioning,2018-07-26,2,660.0,2
318,air_conditioning,2018-07-27,1,59.99,1
319,air_conditioning,2018-07-30,1,139.0,1
320,air_conditioning,2018-07-31,1,139.99,1
321,air_conditioning,2018-08-01,1,229.0,1
322,air_conditioning,2018-08-02,3,561.8,3
323,air_conditioning,2018-08-03,3,309.7,3
324,air_conditioning,2018-08-05,2,198.9,2
325,air_conditioning,2018-08-07,1,559.9,1
326,air_conditioning,2018-08-08,1,20.0,1
327,air_conditioning,2018-08-10,1,229.0,1
328,air_conditioning,2018-08-17,4,939.9,4
329,air_conditioning,2018-08-21,3,389.7,3
330,air_conditioning,2018-08-22,1,20.0,1
331,air_conditioning,2018-08-25,1,99.0,1
332,art,2017-03-01,1,9.0,1
333,art,2017-03-16,1,28.0,1
334,art,2017-03-21,1,109.6,1
335,art,2017-03-23,1,28.0,1
336,art,2017-04-30,1,119.9,1
337,art,2017-05-03,1,69.9,1
338,art,2017-05-15,1,119.9,1
339,art,2017-05-18,1,69.9,1
340,art,2017-05-24,1,6499.0,1
341,art,2017-05-28,1,119.9,1
342,art,2017-05-31,1,48.65,1
343,art,2017-06-08,2,61.65,2
344,art,2017-06-10,1,48.65,1
345,art,2017-06-12,1,90.0,1
346,art,2017-07-03,1,239.9,1
347,art,2017-07-04,1,36.85,1
348,art,2017-07-16,1,110.0,1
349,art,2017-08-08,1,110.0,1
350,art,2017-08-10,1,44.9,1
351,art,2017-08-21,1,44.9,1
352,art,2017-08-29,1,44.9,1
353,art,2017-09-04,1,299.99,1
354,art,2017-09-19,1,48.65,1
355,art,2017-09-30,1,39.9,1
356,art,2017-10-05,1,40.0,1
357,art,2017-10-08,1,189.05,1
358,art,2017-10-09,1,120.0,1
359,art,2017-11-27,1,75.0,1
360,art,2017-12-04,1,49.9,1
361,art,2017-12-16,1,5.35,1
362,art,2017-12-24,1,60.0,1
363,art,2018-01-04,1,129.99,1
364,art,2018-01-06,1,129.99,1
365,art,2018-01-07,1,129.99,1
366,art,2018-01-08,1,139.99,1
367,art,2018-01-11,1,139.99,1
368,art,2018-01-15,1,139.99,1
369,art,2018-01-16,2,279.98,2
370,art,2018-01-17,2,279.98,2
371,art,2018-01-18,4,468.87,4
372,art,2018-01-24,1,70.0,1
373,art,2018-01-28,1,79.0,1
374,art,2018-01-30,2,305.0,2
375,art,2018-01-31,1,248.0,1
376,art,2018-02-05,1,120.0,1
377,art,2018-02-06,1,110.99,1
378,art,2018-02-09,2,221.98,2
379,art,2018-02-10,2,221.98,2
380,art,2018-02-11,1,48.9,1
381,art,2018-02-12,1,110.99,1
382,art,2018-02-19,1,48.9,1
383,art,2018-02-21,1,110.99,1
384,art,2018-02-24,1,110.99,1
385,art,2018-02-28,1,110.99,1
386,art,2018-03-06,1,125.0,1
387,art,2018-03-18,1,89.9,1
388,art,2018-03-21,1,57.0,1
389,art,2018-03-23,1,14.6,1
390,art,2018-03-24,1,28.0,1
391,art,2018-03-25,1,135.0,1
392,art,2018-03-31,1,12.0,1
393,art,2018-04-03,1,119.0,1
394,art,2018-04-04,1,120.0,1
395,art,2018-04-05,1,119.0,1
396,art,2018-04-08,2,112.9,2
397,art,2018-04-09,1,119.0,1
398,art,2018-04-10,1,45.9,1
399,art,2018-04-12,1,26.5,1
400,art,2018-04-15,1,57.0,1
401,art,2018-04-17,1,26.5,1
402,art,2018-04-18,2,159.98,2
403,art,2018-04-19,2,191.99,2
404,art,2018-04-20,1,48.9,1
405,art,2018-04-23,2,199.98,2
406,art,2018-04-25,2,148.89,2
407,art,2018-04-27,1,99.99,1
408,art,2018-04-28,3,299.96999999999997,3
409,art,2018-04-29,1,99.99,1
410,art,2018-04-30,2,144.79,2
411,art,2018-05-01,2,199.98,2
412,art,2018-05-02,1,37.0,1
413,art,2018-05-03,1,14.9,1
414,art,2018-05-04,1,99.99,1
415,art,2018-05-05,1,99.99,1
416,art,2018-05-06,1,99.99,1
417,art,2018-05-07,1,37.0,1
418,art,2018-05-08,2,85.9,2
419,art,2018-05-09,2,83.55,2
420,art,2018-05-10,2,198.99,2
421,art,2018-05-11,2,113.03,2
422,art,2018-05-12,1,79.9,1
423,art,2018-05-13,1,79.9,1
424,art,2018-05-14,4,319.6,4
425,art,2018-05-15,2,99.98,2
426,art,2018-05-16,3,258.33,3
427,art,2018-05-18,2,199.98,2
428,art,2018-05-20,1,99.99,1
429,art,2018-05-21,1,99.99,1
430,art,2018-05-23,1,47.08,1
431,art,2018-05-26,1,37.0,1
432,art,2018-05-31,1,99.9,1
433,art,2018-06-02,2,199.8,2
434,art,2018-06-03,1,99.0,1
435,art,2018-06-08,2,199.8,2
436,art,2018-06-11,1,99.9,1
437,art,2018-06-12,3,234.97,3
438,art,2018-06-13,2,179.98,2
439,art,2018-06-14,1,49.9,1
440,art,2018-06-15,2,199.98,2
441,art,2018-06-17,1,99.99,1
442,art,2018-06-18,2,138.99,2
443,art,2018-06-19,1,55.0,1
444,art,2018-06-22,1,149.99,1
445,art,2018-06-24,2,154.99,2
446,art,2018-06-25,1,139.0,1
447,art,2018-06-26,2,199.98,2
448,art,2018-06-27,1,68.9,1
449,art,2018-06-28,2,129.98,2
450,art,2018-06-30,1,99.99,1
451,art,2018-07-01,1,45.08,1
452,art,2018-07-02,1,99.99,1
453,art,2018-07-03,1,99.99,1
454,art,2018-07-05,1,39.0,1
455,art,2018-07-08,2,199.98,2
456,art,2018-07-10,1,99.99,1
457,art,2018-07-11,1,99.99,1
458,art,2018-07-12,4,399.96,4
459,art,2018-07-13,1,99.99,1
460,art,2018-07-15,1,99.99,1
461,art,2018-07-16,3,299.96999999999997,3
462,art,2018-07-26,1,49.3,1
463,art,2018-07-28,2,139.98,2
464,art,2018-07-31,1,69.99,1
465,art,2018-08-01,1,69.99,1
466,art,2018-08-02,1,69.99,1
467,art,2018-08-03,3,278.98,3
468,art,2018-08-04,1,69.99,1
469,art,2018-08-05,2,139.98,2
470,art,2018-08-06,2,139.98,2
471,art,2018-08-07,1,55.0,1
472,art,2018-08-08,1,97.5,1
473,art,2018-08-09,1,99.99,1
474,art,2018-08-12,1,97.5,1
475,art,2018-08-14,1,97.5,1
476,art,2018-08-17,1,69.99,1
477,art,2018-08-25,1,97.5,1
478,art,2018-08-27,1,97.5,1
479,arts_and_craftmanship,2017-05-08,1,21.99,1
480,arts_and_craftmanship,2017-07-12,1,129.9,1
481,arts_and_craftmanship,2018-04-22,1,15.99,1
482,arts_and_craftmanship,2018-05-06,1,89.8,1
483,arts_and_craftmanship,2018-07-16,1,129.49,1
484,arts_and_craftmanship,2018-07-17,1,9.8,1
485,arts_and_craftmanship,2018-07-20,1,129.49,1
486,arts_and_craftmanship,2018-07-23,3,98.8,3
487,arts_and_craftmanship,2018-07-24,1,129.49,1
488,arts_and_craftmanship,2018-07-25,1,19.8,1
489,arts_and_craftmanship,2018-07-26,1,29.9,1
490,arts_and_craftmanship,2018-07-28,1,57.9,1
491,arts_and_craftmanship,2018-07-30,1,49.9,1
492,arts_and_craftmanship,2018-08-03,1,25.0,1
493,arts_and_craftmanship,2018-08-05,1,18.0,1
494,arts_and_craftmanship,2018-08-15,1,126.49,1
495,arts_and_craftmanship,2018-08-17,2,142.98,2
496,arts_and_craftmanship,2018-08-21,1,289.49,1
497,arts_and_craftmanship,2018-08-22,1,238.0,1
498,arts_and_craftmanship,2018-08-23,1,11.9,1
499,arts_and_craftmanship,2018-08-24,1,49.9,1
500,audio,2016-10-07,1,132.0,1
501,audio,2016-10-10,1,24.99,1
502,audio,2017-02-02,1,29.9,1
503,audio,2017-02-14,1,24.9,1
504,audio,2017-02-15,1,45.0,1
505,audio,2017-02-26,1,19.0,1
506,audio,2017-02-28,1,45.0,1
507,audio,2017-03-06,2,144.9,2
508,audio,2017-03-07,1,45.0,1
509,audio,2017-03-08,1,59.0,1
510,audio,2017-03-09,1,190.0,1
511,audio,2017-03-10,2,158.0,2
512,audio,2017-03-12,1,79.0,1
513,audio,2017-03-16,2,224.99,2
514,audio,2017-03-21,1,34.99,1
515,audio,2017-03-27,1,34.99,1
516,audio,2017-03-28,1,84.9,1
517,audio,2017-03-30,1,79.0,1
518,audio,2017-04-04,1,79.0,1
519,audio,2017-04-09,1,75.0,1
520,audio,2017-04-10,2,179.8,2
521,audio,2017-04-17,1,39.9,1
522,audio,2017-04-21,1,89.9,1
523,audio,2017-04-24,2,179.8,2
524,audio,2017-04-25,1,89.9,1
525,audio,2017-04-26,1,129.9,1
526,audio,2017-04-27,1,79.0,1
527,audio,2017-05-02,1,249.0,1
528,audio,2017-05-05,2,338.9,2
529,audio,2017-05-11,1,89.9,1
530,audio,2017-05-14,2,168.9,2
531,audio,2017-05-16,1,79.99,1
532,audio,2017-05-17,5,486.70000000000005,5
533,audio,2017-05-22,1,79.0,1
534,audio,2017-05-24,1,179.9,1
535,audio,2017-05-28,1,179.9,1
536,audio,2017-05-29,1,89.0,1
537,audio,2017-05-30,1,139.99,1
538,audio,2017-06-05,1,75.0,1
539,audio,2017-06-07,1,269.0,1
540,audio,2017-06-12,1,269.0,1
541,audio,2017-06-13,2,358.0,2
542,audio,2017-06-14,1,89.0,1
543,audio,2017-06-15,1,89.0,1
544,audio,2017-06-25,1,89.0,1
545,audio,2017-06-27,1,89.0,1
546,audio,2017-06-28,1,75.0,1
547,audio,2017-06-29,1,269.0,1
548,audio,2017-07-04,1,159.9,1
549,audio,2017-07-11,1,29.9,1
550,audio,2017-07-13,2,224.0,2
551,audio,2017-07-15,1,229.99,1
552,audio,2017-07-28,1,29.9,1
553,audio,2017-08-03,1,29.9,1
554,audio,2017-08-06,1,49.9,1
555,audio,2017-08-09,1,89.0,1
556,audio,2017-08-13,1,89.0,1
557,audio,2017-08-15,1,439.0,1
558,audio,2017-08-17,1,264.9,1
559,audio,2017-08-25,1,89.0,1
560,audio,2017-09-04,1,89.0,1
561,audio,2017-09-10,2,308.99,2
562,audio,2017-09-12,1,89.0,1
563,audio,2017-09-16,1,129.9,1
564,audio,2017-09-20,2,187.0,2
565,audio,2017-09-26,2,118.80000000000001,2
566,audio,2017-09-29,1,119.9,1
567,audio,2017-10-02,1,98.9,1
568,audio,2017-10-04,1,19.9,1
569,audio,2017-10-06,2,35.8,2
570,audio,2017-10-07,1,98.9,1
571,audio,2017-10-09,3,248.70000000000002,3
572,audio,2017-10-10,2,144.8,2
573,audio,2017-10-12,2,165.89,2
574,audio,2017-10-15,1,89.0,1
575,audio,2017-10-16,4,389.6,4
576,audio,2017-10-17,1,19.9,1
577,audio,2017-10-19,1,19.9,1
578,audio,2017-10-21,2,219.8,2
579,audio,2017-10-22,1,89.0,1
580,audio,2017-10-25,2,178.0,2
581,audio,2017-10-26,2,39.8,2
582,audio,2017-10-27,2,284.9,2
583,audio,2017-10-28,1,89.0,1
584,audio,2017-10-31,2,96.78999999999999,2
585,audio,2017-11-03,1,19.9,1
586,audio,2017-11-04,1,76.89,1
587,audio,2017-11-09,4,434.96000000000004,4
588,audio,2017-11-10,2,108.9,2
